0,1,2
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,64497000000,C_0000789019_srtProductOrServiceAxis_us-gaapProductMember_20170701_20180630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,63811000000,C_0000789019_srtProductOrServiceAxis_us-gaapProductMember_20160701_20170630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,67336000000,C_0000789019_srtProductOrServiceAxis_us-gaapProductMember_20150701_20160630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,45863000000,C_0000789019_srtProductOrServiceAxis_us-gaapServiceOtherMember_20170701_20180630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,32760000000,C_0000789019_srtProductOrServiceAxis_us-gaapServiceOtherMember_20160701_20170630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,23818000000,C_0000789019_srtProductOrServiceAxis_us-gaapServiceOtherMember_20150701_20160630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,110360000000,C_0000789019_20170701_20180630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,96571000000,C_0000789019_20160701_20170630
us-gaap:revenuefromcontractwithcustomerexcludingassessedtax,91154000000,C_0000789019_20150701_20160630
us-gaap:costofgoodsandservicessold,15420000000,C_0000789019_srtProductOrServiceAxis_us-gaapProductMember_20170701_20180630
us-gaap:costofgoodsandservicessold,15175000000,C_0000789019_srtProductOrServiceAxis_us-gaapProductMember_20160701_20170630
us-gaap:costofgoodsandservicessold,17880000000,C_0000789019_srtProductOrServiceAxis_us-gaapProductMember_20150701_20160630
us-gaap:costofgoodsandservicessold,22933000000,C_0000789019_srtProductOrServiceAxis_us-gaapServiceOtherMember_20170701_20180630
us-gaap:costofgoodsandservicessold,19086000000,C_0000789019_srtProductOrServiceAxis_us-gaapServiceOtherMember_20160701_20170630
us-gaap:costofgoodsandservicessold,14900000000,C_0000789019_srtProductOrServiceAxis_us-gaapServiceOtherMember_20150701_20160630
us-gaap:costofgoodsandservicessold,38353000000,C_0000789019_20170701_20180630
us-gaap:costofgoodsandservicessold,34261000000,C_0000789019_20160701_20170630
us-gaap:costofgoodsandservicessold,32780000000,C_0000789019_20150701_20160630
us-gaap:grossprofit,72007000000,C_0000789019_20170701_20180630
us-gaap:grossprofit,62310000000,C_0000789019_20160701_20170630
us-gaap:grossprofit,58374000000,C_0000789019_20150701_20160630
