0,1
us-gaap:salesrevenuenet,7686000000
us-gaap:salesrevenuenet,8134000000
us-gaap:salesrevenuenet,15264000000
us-gaap:salesrevenuenet,15965000000
us-gaap:costofrevenue,3858000000
us-gaap:costofrevenue,4184000000
us-gaap:costofrevenue,7679000000
us-gaap:costofrevenue,8215000000
us-gaap:sellinggeneralandadministrativeexpense,1550000000
us-gaap:sellinggeneralandadministrativeexpense,1646000000
us-gaap:sellinggeneralandadministrativeexpense,3114000000
us-gaap:sellinggeneralandadministrativeexpense,3278000000
us-gaap:costsandexpenses,5846000000
us-gaap:costsandexpenses,6278000000
us-gaap:costsandexpenses,11694000000
us-gaap:costsandexpenses,12393000000
us-gaap:operatingincomeloss,1840000000
us-gaap:operatingincomeloss,1856000000
us-gaap:operatingincomeloss,3572000000
us-gaap:interestanddebtexpense,35000000
us-gaap:interestanddebtexpense,45000000
us-gaap:interestanddebtexpense,66000000
us-gaap:interestanddebtexpense,82000000
us-gaap:othernonoperatingincome,7000000
us-gaap:othernonoperatingincome,9000000
us-gaap:othernonoperatingincome,11000000
us-gaap:othernonoperatingincome,18000000
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,1812000000
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,1820000000
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,3515000000
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,3508000000
us-gaap:incometaxexpensebenefit,509000000
us-gaap:incometaxexpensebenefit,537000000
us-gaap:incometaxexpensebenefit,1011000000
us-gaap:incometaxexpensebenefit,1000000000
us-gaap:profitloss,1303000000
us-gaap:profitloss,1283000000
us-gaap:profitloss,2504000000
us-gaap:profitloss,2508000000
us-gaap:netincomelossattributabletononcontrollinginterest,3000000
us-gaap:netincomelossattributabletononcontrollinginterest,16000000
us-gaap:netincomelossattributabletononcontrollinginterest,5000000
us-gaap:netincomelossattributabletononcontrollinginterest,34000000
us-gaap:netincomeloss,1300000000
us-gaap:netincomeloss,1267000000
us-gaap:netincomeloss,2499000000
us-gaap:netincomeloss,2474000000
us-gaap:weightedaveragenumberofsharesoutstandingbasic,631300000
us-gaap:weightedaveragenumberofsharesoutstandingbasic,652000000
us-gaap:weightedaveragenumberofsharesoutstandingbasic,633800000
us-gaap:weightedaveragenumberofsharesoutstandingbasic,656700000
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,643000000
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,664600000
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,646100000
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,669600000
us-gaap:earningspersharebasic,2.06
us-gaap:earningspersharebasic,1.94
us-gaap:earningspersharebasic,3.94
us-gaap:earningspersharebasic,3.77
us-gaap:earningspersharediluted,2.02
us-gaap:earningspersharediluted,1.91
us-gaap:earningspersharediluted,3.87
us-gaap:earningspersharediluted,3.70
us-gaap:commonstockdividendspersharecashpaid,1.025
us-gaap:commonstockdividendspersharecashpaid,0.855
us-gaap:commonstockdividendspersharecashpaid,1.71
us-gaap:commonstockdividendspersharecashpaid,2.05
us-gaap:operatingincomeloss,3570000000
us-gaap:othercomprehensiveincomelossforeigncurrencytransactionandtranslationadjustmentnetoftax,23000000
us-gaap:othercomprehensiveincomelossforeigncurrencytransactionandtranslationadjustmentnetoftax,127000000
us-gaap:othercomprehensiveincomelossforeigncurrencytransactionandtranslationadjustmentnetoftax,147000000
us-gaap:othercomprehensiveincomelossavailableforsalesecuritiesadjustmentnetoftax,2000000
us-gaap:othercomprehensiveincomelossderivativesqualifyingashedgesnetoftax,38000000
us-gaap:othercomprehensiveincomelossnetoftax,87000000
us-gaap:othercomprehensiveincomelossnetoftax,179000000
us-gaap:othercomprehensiveincomelossnetoftax,55000000
us-gaap:othercomprehensiveincomelossnetoftax,263000000
us-gaap:comprehensiveincomenetoftaxincludingportionattributabletononcontrollinginterest,1390000000
us-gaap:comprehensiveincomenetoftaxincludingportionattributabletononcontrollinginterest,1462000000
us-gaap:comprehensiveincomenetoftaxincludingportionattributabletononcontrollinginterest,2559000000
us-gaap:comprehensiveincomenetoftaxincludingportionattributabletononcontrollinginterest,2771000000
us-gaap:comprehensiveincomenetoftaxattributabletononcontrollinginterest,2000000
us-gaap:comprehensiveincomenetoftaxattributabletononcontrollinginterest,20000000
us-gaap:comprehensiveincomenetoftaxattributabletononcontrollinginterest,4000000
us-gaap:comprehensiveincomenetoftaxattributabletononcontrollinginterest,50000000
us-gaap:othercomprehensiveincomelossavailableforsalesecuritiesadjustmentnetoftax,1000000
us-gaap:comprehensiveincomenetoftax,1388000000
us-gaap:comprehensiveincomenetoftax,1442000000
us-gaap:comprehensiveincomenetoftax,2555000000
us-gaap:comprehensiveincomenetoftax,2721000000
us-gaap:cashandcashequivalentsatcarryingvalue,2983000000
us-gaap:accountsreceivablenetcurrent,4578000000
us-gaap:inventoryfinishedgoods,1765000000
us-gaap:inventoryworkinprocess,1132000000
us-gaap:inventoryrawmaterialsandsupplies,950000000
us-gaap:inventorynet,3847000000
us-gaap:otherassetscurrent,1521000000
us-gaap:assetscurrent,13431000000
us-gaap:longterminvestments,106000000
us-gaap:propertyplantandequipmentgross,22851000000
us-gaap:accumulateddepreciationdepletionandamortizationpropertyplantandequipment,14462000000
us-gaap:propertyplantandequipmentnet,8389000000
us-gaap:intangibleassetsnetexcludinggoodwill,1355000000
us-gaap:definedbenefitplanassetsforplanbenefitsnoncurrent,54000000
us-gaap:otherassetsnoncurrent,1055000000
us-gaap:assets,31388000000
us-gaap:debtcurrent,86000000
us-gaap:accountspayablecurrent,1714000000
us-gaap:employeerelatedliabilitiescurrent,582000000
us-gaap:accruedincometaxescurrent,327000000
us-gaap:otherliabilitiescurrent,2386000000
us-gaap:liabilitiescurrent,5095000000
us-gaap:longtermdebtnoncurrent,8431000000
us-gaap:pensionandotherpostretirementdefinedbenefitplansliabilitiesnoncurrent,3683000000
us-gaap:otherliabilitiesnoncurrent,1049000000
us-gaap:liabilities,18258000000
us-gaap:commonstockvalue,9000000
us-gaap:additionalpaidincapitalcommonstock,4685000000
us-gaap:retainedearningsaccumulateddeficit,35615000000
us-gaap:treasurystockvalue,20983000000
us-gaap:stockholdersequity,13093000000
us-gaap:minorityinterest,37000000
us-gaap:stockholdersequityincludingportionattributabletononcontrollinginterest,13130000000
us-gaap:liabilitiesandstockholdersequity,31388000000
