0,1
us-gaap:salesrevenuenet,7831000000
us-gaap:costofrevenue,3821000000
us-gaap:sellinggeneralandadministrativeexpense,1564000000
us-gaap:costsandexpenses,5848000000
us-gaap:interestanddebtexpense,31000000
us-gaap:othernonoperatingincome,4000000
us-gaap:interestanddebtexpense,37000000
us-gaap:operatingincomeloss,1716000000
us-gaap:othernonoperatingincome,9000000
us-gaap:costsandexpenses,6115000000
us-gaap:sellinggeneralandadministrativeexpense,1632000000
us-gaap:costofrevenue,4031000000
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,1703000000
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,1688000000
us-gaap:incometaxexpensebenefit,502000000
us-gaap:incometaxexpensebenefit,463000000
us-gaap:profitloss,1201000000
us-gaap:profitloss,1225000000
us-gaap:netincomelossattributabletononcontrollinginterest,2000000
us-gaap:netincomelossattributabletononcontrollinginterest,18000000
us-gaap:netincomeloss,1199000000
us-gaap:netincomeloss,1207000000
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,649200000
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,674500000
us-gaap:commonstockdividendspersharecashpaid,1.025
us-gaap:commonstockdividendspersharecashpaid,0.855
us-gaap:weightedaveragenumberofsharesoutstandingbasic,636200000
us-gaap:weightedaveragenumberofsharesoutstandingbasic,661500000
us-gaap:earningspersharediluted,1.85
us-gaap:earningspersharediluted,1.79
us-gaap:earningspersharebasic,1.83
us-gaap:earningspersharebasic,1.88
us-gaap:salesrevenuenet,7578000000
us-gaap:operatingincomeloss,1730000000
us-gaap:othercomprehensiveincomelossforeigncurrencytransactionandtranslationadjustmentnetoftax,20000000
us-gaap:othercomprehensiveincomelossavailableforsalesecuritiesadjustmentnetoftax,1000000
us-gaap:othercomprehensiveincomelossderivativesqualifyingashedgesnetoftax,70000000
us-gaap:othercomprehensiveincomelossderivativesqualifyingashedgesnetoftax,2000000
us-gaap:othercomprehensiveincomelossnetoftax,84000000
us-gaap:comprehensiveincomenetoftaxincludingportionattributabletononcontrollinginterest,1169000000
us-gaap:comprehensiveincomenetoftaxincludingportionattributabletononcontrollinginterest,1309000000
