0,1,2
us-gaap:accountspayablecurrent,1945000000,As_Of_12_31_2017
us-gaap:accountspayablecurrent,2029000000,As_Of_9_30_2018
us-gaap:accountsreceivablenetcurrent,4911000000,As_Of_12_31_2017
us-gaap:accountsreceivablenetcurrent,5329000000,As_Of_9_30_2018
us-gaap:accruedincometaxescurrent,310000000,As_Of_12_31_2017
us-gaap:accruedincometaxescurrent,186000000,As_Of_9_30_2018
us-gaap:accumulateddepreciationdepletionandamortizationpropertyplantandequipment,16048000000,As_Of_12_31_2017
us-gaap:accumulateddepreciationdepletionandamortizationpropertyplantandequipment,16135000000,As_Of_9_30_2018
us-gaap:accumulatedothercomprehensiveincomelosscumulativechangesinnetgainlossfromcashflowhedgeseffec,35000000,As_Of_9_30_2018_us-gaap_DerivativeInstrumentsGainLossByHedgingRelationshipAxis_us-gaap_CashFlowHedgingMember
us-gaap:additionalpaidincapitalcommonstock,5352000000,As_Of_12_31_2017
us-gaap:additionalpaidincapitalcommonstock,5597000000,As_Of_9_30_2018
us-gaap:adjustmentstoadditionalpaidincapitalsharebasedcompensationandexerciseofstockoptions,241000000,Duration_1_1_2017_To_9_30_2017
us-gaap:adjustmentstoadditionalpaidincapitalsharebasedcompensationandexerciseofstockoptions,241000000,Duration_1_1_2017_To_9_30_2017_us-gaap_StatementEquityComponentsAxis_us-gaap_CommonStockIncludingAdditionalPaidInCapitalMember
us-gaap:adjustmentstoadditionalpaidincapitalsharebasedcompensationandexerciseofstockoptions,58000000,Duration_7_1_2017_To_9_30_2017
us-gaap:adjustmentstoadditionalpaidincapitalsharebasedcompensationandexerciseofstockoptions,58000000,Duration_7_1_2017_To_9_30_2017_us-gaap_StatementEquityComponentsAxis_us-gaap_CommonStockIncludingAdditionalPaidInCapitalMember
us-gaap:adjustmentstoadditionalpaidincapitalsharebasedcompensationandexerciseofstockoptions,47000000,Duration_7_1_2018_To_9_30_2018
us-gaap:adjustmentstoadditionalpaidincapitalsharebasedcompensationandexerciseofstockoptions,47000000,Duration_7_1_2018_To_9_30_2018_us-gaap_StatementEquityComponentsAxis_us-gaap_CommonStockIncludingAdditionalPaidInCapitalMember
us-gaap:adjustmenttoadditionalpaidincapitalincometaxeffectfromsharebasedcompensationnet,15000000,Duration_1_1_2017_To_9_30_2017_us-gaap_AwardTypeAxis_us-gaap_PerformanceSharesMember
us-gaap:adjustmenttoadditionalpaidincapitalincometaxeffectfromsharebasedcompensationnet,44000000,Duration_1_1_2017_To_9_30_2017_us-gaap_AwardTypeAxis_us-gaap_RestrictedStockMember
us-gaap:adjustmenttoadditionalpaidincapitalincometaxeffectfromsharebasedcompensationnet,11000000,Duration_1_1_2018_To_9_30_2018_us-gaap_AwardTypeAxis_us-gaap_PerformanceSharesMember
us-gaap:adjustmenttoadditionalpaidincapitalincometaxeffectfromsharebasedcompensationnet,29000000,Duration_1_1_2018_To_9_30_2018_us-gaap_AwardTypeAxis_us-gaap_RestrictedStockMember
us-gaap:allocatedsharebasedcompensationexpense,266000000,Duration_1_1_2017_To_9_30_2017
us-gaap:allocatedsharebasedcompensationexpense,39000000,Duration_1_1_2017_To_9_30_2017_us-gaap_IncomeStatementLocationAxis_mmm_ResearchDevelopmentAndRelatedExpensesMember
us-gaap:allocatedsharebasedcompensationexpense,41000000,Duration_1_1_2017_To_9_30_2017_us-gaap_IncomeStatementLocationAxis_us-gaap_CostOfSalesMember
us-gaap:allocatedsharebasedcompensationexpense,186000000,Duration_1_1_2017_To_9_30_2017_us-gaap_IncomeStatementLocationAxis_us-gaap_SellingGeneralAndAdministrativeExpensesMember
us-gaap:allocatedsharebasedcompensationexpense,60000000,Duration_7_1_2017_To_9_30_2017
us-gaap:allocatedsharebasedcompensationexpense,6000000,Duration_7_1_2017_To_9_30_2017_us-gaap_IncomeStatementLocationAxis_mmm_ResearchDevelopmentAndRelatedExpensesMember
us-gaap:allocatedsharebasedcompensationexpense,9000000,Duration_7_1_2017_To_9_30_2017_us-gaap_IncomeStatementLocationAxis_us-gaap_CostOfSalesMember
us-gaap:allocatedsharebasedcompensationexpense,45000000,Duration_7_1_2017_To_9_30_2017_us-gaap_IncomeStatementLocationAxis_us-gaap_SellingGeneralAndAdministrativeExpensesMember
us-gaap:allocatedsharebasedcompensationexpense,258000000,Duration_1_1_2018_To_9_30_2018
us-gaap:allocatedsharebasedcompensationexpense,41000000,Duration_1_1_2018_To_9_30_2018_us-gaap_IncomeStatementLocationAxis_mmm_ResearchDevelopmentAndRelatedExpensesMember
us-gaap:allocatedsharebasedcompensationexpense,40000000,Duration_1_1_2018_To_9_30_2018_us-gaap_IncomeStatementLocationAxis_us-gaap_CostOfSalesMember
