0,1,2
us-gaap:salesrevenuegoodsnet,16537000000,C_0000789019_20161001_20161231
us-gaap:salesrevenuegoodsnet,17974000000,C_0000789019_20151001_20151231
us-gaap:salesrevenuegoodsnet,30030000000,C_0000789019_20160701_20161231
us-gaap:salesrevenuegoodsnet,33193000000,C_0000789019_20150701_20151231
us-gaap:salesrevenuenet,24090000000,C_0000789019_20161001_20161231
us-gaap:salesrevenuenet,23796000000,C_0000789019_20151001_20151231
us-gaap:salesrevenuenet,44543000000,C_0000789019_20160701_20161231
us-gaap:salesrevenuenet,44175000000,C_0000789019_20150701_20151231
us-gaap:costofgoodssold,5378000000,C_0000789019_20161001_20161231
us-gaap:costofgoodssold,6268000000,C_0000789019_20151001_20151231
us-gaap:costofgoodssold,8959000000,C_0000789019_20160701_20161231
us-gaap:costofgoodssold,10303000000,C_0000789019_20150701_20151231
us-gaap:costofrevenue,9901000000,C_0000789019_20161001_20161231
us-gaap:costofrevenue,9872000000,C_0000789019_20151001_20151231
us-gaap:costofrevenue,17745000000,C_0000789019_20160701_20161231
us-gaap:costofrevenue,17079000000,C_0000789019_20150701_20151231
us-gaap:grossprofit,14189000000,C_0000789019_20161001_20161231
us-gaap:grossprofit,13924000000,C_0000789019_20151001_20151231
us-gaap:grossprofit,26798000000,C_0000789019_20160701_20161231
us-gaap:grossprofit,27096000000,C_0000789019_20150701_20151231
us-gaap:researchanddevelopmentexpense,3062000000,C_0000789019_20161001_20161231
us-gaap:researchanddevelopmentexpense,2900000000,C_0000789019_20151001_20151231
us-gaap:researchanddevelopmentexpense,6168000000,C_0000789019_20160701_20161231
us-gaap:researchanddevelopmentexpense,5862000000,C_0000789019_20150701_20151231
us-gaap:sellingandmarketingexpense,4071000000,C_0000789019_20161001_20161231
us-gaap:sellingandmarketingexpense,3960000000,C_0000789019_20151001_20151231
us-gaap:sellingandmarketingexpense,7304000000,C_0000789019_20160701_20161231
us-gaap:sellingandmarketingexpense,7293000000,C_0000789019_20150701_20151231
us-gaap:generalandadministrativeexpense,879000000,C_0000789019_20161001_20161231
us-gaap:generalandadministrativeexpense,1038000000,C_0000789019_20151001_20151231
us-gaap:generalandadministrativeexpense,1924000000,C_0000789019_20160701_20161231
us-gaap:generalandadministrativeexpense,2122000000,C_0000789019_20150701_20151231
us-gaap:operatingincomeloss,6177000000,C_0000789019_20161001_20161231
us-gaap:operatingincomeloss,6026000000,C_0000789019_20151001_20151231
us-gaap:operatingincomeloss,11402000000,C_0000789019_20160701_20161231
us-gaap:operatingincomeloss,11819000000,C_0000789019_20150701_20151231
us-gaap:nonoperatingincomeexpense,186000000,C_0000789019_20161001_20161231
us-gaap:nonoperatingincomeexpense,286000000,C_0000789019_20160701_20161231
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesminorityinterestandincomelossfromequityme,6363000000,C_0000789019_20161001_20161231
