0,1,2
us-gaap:goodwill,1800000000,eol_PE8528----1510-Q0018_STD_0_20141106_0_1114608x1190035
us-gaap:businesscombinationrecognizedidentifiableassetsacquiredandliabilitiesassumedintangibles,928000000,eol_PE8528----1510-Q0018_STD_0_20141106_0_1114608x1190035
us-gaap:stockrepurchaseprogramauthorizedamount1,40000000000,eol_PE8528----1510-Q0018_STD_0_20130916_0
us-gaap:cashandcashequivalentsatcarryingvalue,6302000000,eol_PE8528----1510-Q0018_STD_0_20140930_0
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,3342000000,eol_PE8528----1510-Q0018_STD_0_20140930_0_1107486x1105875
us-gaap:stockholdersequity,18051000000,eol_PE8528----1510-Q0018_STD_0_20140930_0_1107486x1106719
us-gaap:stockholdersequity,68362000000,eol_PE8528----1510-Q0018_STD_0_20140930_0_1107486x1107334
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,350000000,eol_PE8528----1510-Q0018_STD_0_20140930_0_1107486x1110385
us-gaap:stockholdersequity,3757000000,eol_PE8528----1510-Q0018_STD_0_20140930_0_1107486x1113367
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,65000000,eol_PE8528----1510-Q0018_STD_0_20140930_0_1107486x1157361
us-gaap:cashandcashequivalentsatcarryingvalue,5431000000,eol_PE8528----1510-Q0018_STD_0_20150930_0
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,2598000000,eol_PE8528----1510-Q0018_STD_0_20150930_0_1107486x1105875
us-gaap:stockholdersequity,7614000000,eol_PE8528----1510-Q0018_STD_0_20150930_0_1107486x1106719
us-gaap:stockholdersequity,68093000000,eol_PE8528----1510-Q0018_STD_0_20150930_0_1107486x1107334
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,647000000,eol_PE8528----1510-Q0018_STD_0_20150930_0_1107486x1110385
us-gaap:stockholdersequity,1738000000,eol_PE8528----1510-Q0018_STD_0_20150930_0_1107486x1113367
us-gaap:debtinstrumentfaceamount,13000000000,eol_PE8528----1510-Q0018_STD_0_20151130_0_1116613x1213988
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,3383000000,eol_PE8528----1510-Q0018_STD_0_20141231_0
us-gaap:stockholdersequity,91879000000,eol_PE8528----1510-Q0018_STD_0_20141231_0
us-gaap:cashandcashequivalentsatcarryingvalue,6426000000,eol_PE8528----1510-Q0018_STD_0_20141231_0
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,3111000000,eol_PE8528----1510-Q0018_STD_0_20141231_0_1107486x1105875
us-gaap:stockholdersequity,19731000000,eol_PE8528----1510-Q0018_STD_0_20141231_0_1107486x1106719
us-gaap:stockholdersequity,68765000000,eol_PE8528----1510-Q0018_STD_0_20141231_0_1107486x1107334
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,597000000,eol_PE8528----1510-Q0018_STD_0_20141231_0_1107486x1110385
us-gaap:stockholdersequity,3383000000,eol_PE8528----1510-Q0018_STD_0_20141231_0_1107486x1113367
us-gaap:commonstocksharesauthorized,24000000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:commonstocksharesoutstanding,7925000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:commonstocksincludingadditionalpaidincapital,68279000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:accruedincometaxescurrent,493000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:deferredrevenue,25031000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:liabilitiescurrent,42643000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:stockrepurchaseprogramremainingauthorizedrepurchaseamount1,14300000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:employeerelatedliabilitiescurrent,3649000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:accruedincometaxesnoncurrent,12300000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:accumulateddepreciationdepletionandamortizationpropertyplantandequipment,18008000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:longtermdebtnoncurrent,40679000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:securitiesloaned,360000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:deferredrevenuenoncurrent,4102000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:deferredtaxliabilitiesnoncurrent,2194000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:longtermdebtfairvalue,42100000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:longtermdebtcurrent,750000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:liabilities,103318000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:depositsreceivedforsecuritiesloanedatcarryingvalue,439000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:finitelivedintangibleassetsaccumulatedamortization,5621000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:allowancefordoubtfulaccountsreceivablecurrent,384000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:foreigncurrencycashflowhedgegainlosstobereclassifiedduringnext12months,509000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedgainbeforetax,4994000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:commercialpaper,3000000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:otherliabilitiesnoncurrent,13700000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:deferredrevenuecurrent,20929000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,1773000000,eol_PE8528----1510-Q0018_STD_0_20151231_0
