0,1,2
us-gaap:salesrevenuenet,31821000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:costofrevenue,16447000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:sellinggeneralandadministrativeexpense,6469000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:costsandexpenses,24686000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:operatingincomeloss,7135000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:interestanddebtexpense,142000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:othernonoperatingincome,33000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,7026000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:incometaxexpensebenefit,2028000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:profitloss,4998000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:netincomelossattributabletononcontrollinginterest,42000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:netincomeloss,4956000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:salesrevenuenet,30871000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:costofrevenue,16106000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:sellinggeneralandadministrativeexpense,6384000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:costsandexpenses,24205000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:operatingincomeloss,6666000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:interestanddebtexpense,145000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:othernonoperatingincome,41000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,6562000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:incometaxexpensebenefit,1841000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:profitloss,4721000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:netincomelossattributabletononcontrollinginterest,62000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:netincomeloss,4659000000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:salesrevenuenet,29904000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:costofrevenue,15685000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:sellinggeneralandadministrativeexpense,6102000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:costsandexpenses,23421000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:operatingincomeloss,6483000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:interestanddebtexpense,171000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:othernonoperatingincome,39000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:incomelossfromcontinuingoperationsbeforeincometaxesextraordinaryitemsnoncontrollinginterest,6351000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:incometaxexpensebenefit,1840000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:profitloss,4511000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:netincomelossattributabletononcontrollinginterest,67000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:netincomeloss,4444000000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:earningspersharebasic,7.63,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:earningspersharebasic,6.83,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:earningspersharebasic,6.40,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:weightedaveragenumberofsharesoutstandingbasic,649200000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:weightedaveragenumberofsharesoutstandingbasic,681900000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:weightedaveragenumberofsharesoutstandingbasic,693900000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,662000000,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,693600000,FROM_Jan01_2013_TO_Dec31_2013
us-gaap:weightedaveragenumberofdilutedsharesoutstanding,703300000,FROM_Jan01_2012_TO_Dec31_2012
us-gaap:earningspersharediluted,7.49,FROM_Jan01_2014_TO_Dec31_2014
us-gaap:earningspersharediluted,6.72,FROM_Jan01_2013_TO_Dec31_2013
