0,1
us-gaap:commonstocksharesissued,899213000
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsno,13326000
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardoptionsoutstandingweightedaverageex,139.65
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardoptionsoutstandingnumber,4094000
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardequityinstrumentsotherthanoptionsno,435.70
us-gaap:commonstocksharesauthorized,1800000000
us-gaap:commonstocksharesoutstanding,899213000
us-gaap:deferredrevenuenoncurrent,2625000000
us-gaap:unrecognizedtaxbenefitsthatwouldimpacteffectivetaxrate,1400000000
us-gaap:liabilitiescurrent,43658000000
us-gaap:unrecognizedtaxbenefits,2700000000
us-gaap:employeerelatedliabilitiescurrent,959000000
us-gaap:accumulateddepreciationdepletionandamortizationpropertyplantandequipment,11922000000
us-gaap:otheraccruedliabilitiescurrent,6177000000
us-gaap:accountspayablecurrent,22367000000
us-gaap:otherliabilitiesnoncurrent,20208000000
us-gaap:stockholdersequity,123549000000
us-gaap:unrecognizedtaxbenefitsincometaxpenaltiesandinterestaccrued,590000000
us-gaap:otherdeferredcreditscurrent,1262000000
us-gaap:retainedearningsaccumulateddeficit,104256000000
us-gaap:deferredrevenuecurrent,7435000000
us-gaap:accruedliabilitiescurrent,13856000000
us-gaap:accruedmarketingcostscurrent,1291000000
us-gaap:allowancefordoubtfulaccountsreceivablecurrent,99000000
us-gaap:otheraccruedliabilitiesnoncurrent,3719000000
us-gaap:standardproductwarrantyaccrual,2967000000
us-gaap:longtermdebt,16960000000
us-gaap:liabilities,83451000000
us-gaap:finitelivedintangibleassetsaccumulatedamortization,2002000000
us-gaap:taxespayablecurrent,1200000000
us-gaap:commonstockvalue,19764000000
us-gaap:liabilitiesandstockholdersequity,207000000000
us-gaap:deferredtaxliabilitiesnoncurrent,16489000000
us-gaap:otherassetsnoncurrent,5146000000
us-gaap:availableforsalesecuritiescurrent,26287000000
us-gaap:derivativefairvalueofderivativenet,57000000
us-gaap:goodwill,1577000000
us-gaap:availableforsalesecuritiesnoncurrent,106215000000
us-gaap:availableforsalesecuritiesamortizedcost,147143000000
us-gaap:intangibleassetsnetexcludinggoodwill,4179000000
us-gaap:accountsreceivablenetcurrent,13102000000
us-gaap:inventorynet,1764000000
us-gaap:collateralalreadypostedaggregatefairvalue,164000000
us-gaap:inventoryfinishedgoodsnetofreserves,1081000000
us-gaap:propertyplantandequipmentgross,28519000000
us-gaap:deferredtaxassetsnetcurrent,3453000000
us-gaap:inventorypartsandcomponentsnetofreserves,683000000
us-gaap:propertyplantandequipmentnet,16597000000
us-gaap:assets,207000000000
us-gaap:cashandcashequivalentsatcarryingvalue,14259000000
us-gaap:nontradereceivablescurrent,7539000000
us-gaap:significantchangeinunrecognizedtaxbenefitsisreasonablypossibleestimatedrangeofchangeupperbou,160000000
us-gaap:otherassetscurrent,6882000000
us-gaap:availableforsalesecurities,146761000000
us-gaap:significantchangeinunrecognizedtaxbenefitsisreasonablypossibleestimatedrangeofchangelowerbou,140000000
us-gaap:assetscurrent,73286000000
us-gaap:indefinitelivedintangibleassetsexcludinggoodwill,100000000
us-gaap:finitelivedintangibleassetsaccumulatedamortization,2002000000
us-gaap:intangibleassetsnetexcludinggoodwill,4079000000
us-gaap:finitelivedintangibleassetsgross,6081000000
us-gaap:availableforsalesecuritiescurrent,3802000000
us-gaap:availableforsalesecuritiesamortizedcost,5792000000
us-gaap:cashandcashequivalentsatcarryingvalue,1793000000
us-gaap:availableforsalesecurities,5595000000
us-gaap:availableforsalesecuritiesamortizedcost,1793000000
us-gaap:cashandcashequivalentsatcarryingvalue,1793000000
us-gaap:availableforsalesecurities,1793000000
us-gaap:availableforsalesecuritiescurrent,3802000000
us-gaap:availableforsalesecuritiesamortizedcost,3999000000
us-gaap:availableforsalesecurities,3802000000
us-gaap:availableforsalesecuritiescurrent,22485000000
us-gaap:availableforsalesecuritiesnoncurrent,106215000000
us-gaap:availableforsalesecuritiesamortizedcost,132646000000
us-gaap:cashandcashequivalentsatcarryingvalue,3761000000
us-gaap:availableforsalesecurities,132461000000
us-gaap:foreigncurrencyfairvaluehedgeassetatfairvalue,145000000
us-gaap:interestratefairvaluehedgeassetatfairvalue,44000000
us-gaap:interestratederivativeassetsatfairvalue,44000000
us-gaap:foreigncurrencyderivativeassetsatfairvalue,170000000
us-gaap:foreigncurrencyderivativeinstrumentsnotdesignatedashedginginstrumentsassetatfairvalue,25000000
us-gaap:foreigncurrencyfairvaluehedgeliabilityatfairvalue,389000000
