0,1
us-gaap:standardproductwarrantyaccrual,3980000000
us-gaap:cashandcashequivalentsatcarryingvalue,14077000000
us-gaap:commonstocksharesissued,5826419000
us-gaap:commonstocksharesoutstanding,5826419000
us-gaap:commonstocksharesauthorized,12600000000
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardoptionsoutstandingweightedaverageex,19.61
us-gaap:numberofstores,447
us-gaap:shorttermdebtweightedaverageinterestrate,0.0011
us-gaap:commonstockparorstatedvaluepershare,0.00001
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardnumberofsharesavailableforgrant,436900000
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardoptionsoutstandingnumber,3500000
us-gaap:longtermdebtmaturitiesrepaymentsofprincipalafteryearfive,18418000000
us-gaap:deferredrevenuenoncurrent,3480000000
us-gaap:accumulateddepreciationdepletionandamortizationpropertyplantandequipment,20355000000
us-gaap:longtermdebtmaturitiesrepaymentsofprincipalinyearthree,2500000000
us-gaap:liabilitiescurrent,73611000000
us-gaap:unrecognizedtaxbenefitsthatwouldimpacteffectivetaxrate,1600000000
us-gaap:unrecordedunconditionalpurchaseobligationbalancesheetamount,3900000000
us-gaap:commonstocksincludingadditionalpaidincapital,24187000000
us-gaap:accumulatedothercomprehensiveincomelossnetoftax,1963000000
us-gaap:accountspayablecurrent,38001000000
us-gaap:retainedearningsaccumulateddeficit,97178000000
us-gaap:longtermdebtmaturitiesrepaymentsofprincipalinyearfive,3000000000
us-gaap:deferredtaxliabilitiesnoncurrent,23371000000
us-gaap:debtinstrumentcarryingamount,32418000000
us-gaap:accruedliabilitiescurrent,22724000000
us-gaap:stockholdersequity,123328000000
us-gaap:standardproductwarrantyaccrual,5195000000
us-gaap:otherliabilitiesnoncurrent,28971000000
us-gaap:otheraccruedliabilitiescurrent,11478000000
us-gaap:operatingleasesfutureminimumpaymentsdue,4800000000
us-gaap:longtermdebtmaturitiesrepaymentsofprincipalinyearfour,6000000000
us-gaap:liabilitiesandstockholdersequity,261894000000
us-gaap:finitelivedintangibleassetsaccumulatedamortization,3371000000
us-gaap:accruedmarketingcostscurrent,1960000000
us-gaap:otherdeferredcreditscurrent,1133000000
us-gaap:otheraccruedliabilitiesnoncurrent,5600000000
us-gaap:deferredrevenuecurrent,8987000000
us-gaap:commercialpaper,3899000000
us-gaap:unrecognizedtaxbenefits,4400000000
us-gaap:taxespayablecurrent,1642000000
us-gaap:liabilities,138566000000
us-gaap:employeerelatedliabilitiescurrent,1316000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedgainbeforetax,271000000
us-gaap:unrecognizedtaxbenefitsincometaxpenaltiesandinterestaccrued,821000000
us-gaap:longtermdebtmaturitiesrepaymentsofprincipalinyeartwo,2500000000
us-gaap:longtermdebt,32504000000
us-gaap:allowancefordoubtfulaccountsreceivablecurrent,87000000
us-gaap:cashandcashequivalentsatcarryingvalue,19478000000
us-gaap:deferredtaxassetsliabilitiesnetcurrent,5046000000
us-gaap:goodwill,4629000000
us-gaap:propertyplantandequipmentnet,20392000000
us-gaap:sharebasedcompensationarrangementbysharebasedpaymentawardoptionsoutstandingintrinsicvalue,330000000
us-gaap:availableforsalesecurities,177955000000
us-gaap:availableforsalesecuritiesnoncurrent,145492000000
us-gaap:indefinitelivedintangibleassetsexcludinggoodwill,100000000
us-gaap:inventorypartsandcomponentsnetofreserves,228000000
us-gaap:finitelivedintangibleassetsnet,4270000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedlossbeforetax,1104000000
us-gaap:debtinstrumentunamortizeddiscount,69000000
us-gaap:inventoryfinishedgoodsnetofreserves,2055000000
us-gaap:propertyplantandequipmentgross,40747000000
us-gaap:assets,261894000000
us-gaap:employeeservicesharebasedcompensationnonvestedawardstotalcompensationcostnotyetrecognized,8800000000
us-gaap:inventorynet,2283000000
us-gaap:nontradereceivablescurrent,13267000000
us-gaap:accountsreceivablenetcurrent,16709000000
us-gaap:availableforsalesecuritiesamortizedcost,178788000000
us-gaap:availableforsalesecuritiescurrent,12985000000
us-gaap:intangibleassetsnetexcludinggoodwill,4370000000
us-gaap:otherassetscurrent,13635000000
us-gaap:otherassetsnoncurrent,3608000000
us-gaap:assetscurrent,83403000000
us-gaap:finitelivedintangibleassetsgross,7641000000
us-gaap:longtermdebtfairvalue,32400000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedgainbeforetax,271000000
us-gaap:cashandcashequivalentsatcarryingvalue,2375000000
us-gaap:availableforsalesecurities,158467000000
us-gaap:availableforsalesecuritiesnoncurrent,145492000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedlossbeforetax,945000000
us-gaap:availableforsalesecuritiesamortizedcost,159141000000
us-gaap:availableforsalesecuritiescurrent,10600000000
us-gaap:derivativefairvalueofderivativeasset,501000000
us-gaap:derivativefairvalueofderivativeliability,119000000
us-gaap:derivativefairvalueofderivativeasset,3561000000
us-gaap:derivativefairvalueofderivativeasset,201000000
us-gaap:derivativefairvalueofderivativeliability,51000000
us-gaap:derivativefairvalueofderivativeliability,87000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedgainbeforetax,159000000
us-gaap:cashandcashequivalentsatcarryingvalue,97000000
us-gaap:availableforsalesecurities,91810000000
us-gaap:availableforsalesecuritiesnoncurrent,83781000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedlossbeforetax,720000000
us-gaap:availableforsalesecuritiesamortizedcost,92371000000
us-gaap:availableforsalesecuritiescurrent,7932000000
us-gaap:cashandcashequivalentsatcarryingvalue,879000000
us-gaap:availableforsalesecurities,1159000000
us-gaap:availableforsalesecuritiesamortizedcost,1159000000
us-gaap:availableforsalesecuritiescurrent,280000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedgainbeforetax,58000000
us-gaap:availableforsalesecurities,6451000000
us-gaap:availableforsalesecuritiesnoncurrent,6274000000
us-gaap:availableforsalesecuritiesaccumulatedgrossunrealizedlossbeforetax,105000000
us-gaap:availableforsalesecuritiesamortizedcost,6498000000
us-gaap:availableforsalesecuritiescurrent,177000000
